precision_training,precision_test
0.6426065863972851,0.3835145246909953
0.6446027939891092,0.36775446775446774
0.6573280934490606,0.3773380659744296
0.6573280934490606,0.3773380659744296
0.6573280934490606,0.3773380659744296
0.6583476872024334,0.38387893889461283
0.5931096362033694,0.39880760950279665
0.5962527731720114,0.4063226009522747
0.5552505617247764,0.3985471200782205
0.5962527731720114,0.4063226009522747
0.5252941071335858,0.41163836163836165
0.5252941071335858,0.41163836163836165
0.5252941071335858,0.41163836163836165
0.579580653388756,0.49621296577818325
0.5986697340078229,0.5272205463381934
0.671769190113839,0.4527453490999473
0.5986697340078229,0.5272205463381934
0.6281611579616401,0.5700176332073743
0.5921631721782009,0.5899870575468439
0.5957771757045445,0.5707100340136054
0.5921631721782009,0.5899870575468439
0.5861606051675555,0.5877848639455782
0.7444659268867423,0.6119553821528612
0.6418462406634454,0.5421085334418668
0.7651152675076119,0.7516483516483516
0.7645786728316102,0.7597252832876956
0.7548133055561914,0.7511111111111112
0.7389014655670072,0.6050360275689223
0.7398917246324368,0.5796628550048523
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.7548133055561914,0.7511111111111112
0.430622009569378,0.4666666666666667
0.430622009569378,0.4666666666666667
0.430622009569378,0.4666666666666667
0.430622009569378,0.4666666666666667
0.430622009569378,0.4666666666666667
0.430622009569378,0.4666666666666667
0.7548133055561914,0.7511111111111112
0.7723566882626314,0.7630612244897959
0.7583837779710985,0.5713732922688146
0.7723566882626314,0.7630612244897959
0.7723566882626314,0.7630612244897959
0.7723566882626314,0.7630612244897959
0.7723566882626314,0.7630612244897959
0.7723566882626314,0.7630612244897959
0.7723566882626314,0.7630612244897959
0.7723566882626314,0.7630612244897959
0.7723566882626314,0.7630612244897959
0.7723566882626314,0.7630612244897959
0.7723566882626314,0.7630612244897959
0.7723566882626314,0.7630612244897959
0.7723566882626314,0.7630612244897959
0.7958451615118701,0.7979818594104309
0.8083835077035783,0.7979818594104309
0.8054711878510505,0.6542079207920792
0.8083835077035783,0.7979818594104309
0.8083835077035783,0.7979818594104309
0.8736750532268034,0.9024716553287983
0.8736750532268034,0.9024716553287983
0.7768552116480849,0.764172335600907
0.8736750532268034,0.9024716553287983
0.8736750532268034,0.9024716553287983
0.8736750532268034,0.9024716553287983
0.8736750532268034,0.9024716553287983
0.8736750532268034,0.9024716553287983
0.8736750532268034,0.9024716553287983
0.8736750532268034,0.9024716553287983
0.8736750532268034,0.9024716553287983
0.8736750532268034,0.9024716553287983
0.4686423343270655,0.26944231590595047
0.5523905875926706,0.33756429449793296
0.5451516895157292,0.3436214912906642
0.5651839453206348,0.3318299905688188
0.8736750532268034,0.9024716553287983
0.8736750532268034,0.9024716553287983
0.8736750532268034,0.9024716553287983
0.8083835077035783,0.7979818594104309
0.7768552116480849,0.764172335600907
0.791350930610563,0.7746938775510204
0.8107186190792336,0.7919274376417234
0.45515319922387304,0.3641809444620224
0.45671671790503887,0.3619056895485467
0.8107186190792336,0.7919274376417234
0.8107186190792336,0.7919274376417234
0.6478561062545769,0.6556290524067109
0.6387944775075378,0.653942380523638
0.6628375653943843,0.6529657477025899
0.775286613728723,0.6592867916397328
